month,day,height,numengs,time_of_day,season,phase_of_flt,damage,effect,sky,min_bird_struck,max_bird_struck,size,struck_combined,damage_combined,eng_fail
07,01,0,2,unknown,summer,takeoffrun,N,none,unknown,1,1,medium,TRUE,FALSE,0
05,06,0,3,day,spring,takeoffrun,N,none,nocloud,1,1,medium,TRUE,FALSE,0
11,05,1500,2,dawn,fall,approach,M?,none,overcast,11,100,medium,TRUE,TRUE,0
07,02,0,2,unknown,summer,landingroll,N,none,unknown,1,1,medium,TRUE,FALSE,0
09,19,100,2,day,fall,approach,U,none,somecloud,2,10,small,FALSE,FALSE,0
08,07,200,1,night,summer,climb,M,none,nocloud,1,1,large,TRUE,TRUE,0
09,07,0,2,day,fall,landingroll,N,none,nocloud,2,10,small,FALSE,FALSE,0
04,28,0,2,unknown,spring,takeoffrun,S,abortedtakeoff,unknown,11,100,medium,TRUE,TRUE,0
10,18,1200,2,day,fall,approach,S,none,unknown,2,10,large,TRUE,TRUE,0
10,10,600,2,unknown,fall,approach,N,none,overcast,1,1,small,FALSE,FALSE,0
10,26,300,2,night,fall,approach,N,none,nocloud,1,1,medium,FALSE,FALSE,0
08,30,1000,2,night,summer,approach,M,none,somecloud,1,1,medium,TRUE,TRUE,0
07,09,500,2,dawn,summer,climb,N,precautionarylanding,somecloud,1,1,medium,TRUE,FALSE,0
07,07,100,2,day,summer,climb,N,none,nocloud,1,1,small,FALSE,FALSE,0
11,08,3700,2,day,fall,climb,M?,precautionarylanding,overcast,2,10,large,TRUE,TRUE,0
08,20,0,2,dusk,summer,takeoffrun,N,abortedtakeoff,nocloud,2,10,medium,TRUE,FALSE,0
05,21,7100,2,unknown,spring,approach,U,none,unknown,1,1,medium,TRUE,FALSE,0
05,25,200,2,day,spring,approach,N,none,overcast,1,1,small,TRUE,FALSE,0
09,19,150,2,day,fall,approach,N,none,overcast,2,10,medium,FALSE,FALSE,0
04,08,25,2,day,spring,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
12,17,0,1,day,winter,landingroll,N,none,nocloud,1,1,medium,FALSE,FALSE,0
11,27,0,1,night,fall,landingroll,S,none,nocloud,1,1,large,TRUE,TRUE,0
05,25,500,2,unknown,spring,climb,M,none,somecloud,1,1,large,TRUE,TRUE,0
05,13,300,3,day,spring,approach,N,none,somecloud,1,1,small,FALSE,FALSE,0
04,07,0,3,day,spring,landingroll,N,none,nocloud,1,1,medium,TRUE,FALSE,0
09,21,4000,3,night,fall,approach,N,none,nocloud,1,1,medium,FALSE,FALSE,0
07,30,0,3,day,summer,landingroll,N,none,somecloud,2,10,small,FALSE,FALSE,0
08,27,0,3,day,summer,takeoffrun,U,none,somecloud,1,1,medium,FALSE,FALSE,0
05,07,0,2,day,spring,landingroll,N,none,nocloud,2,10,medium,FALSE,FALSE,0
03,02,0,2,day,spring,takeoffrun,S,precautionarylanding,somecloud,1,1,medium,TRUE,TRUE,0
09,18,0,2,dawn,fall,takeoffrun,S,abortedtakeoff,nocloud,1,1,small,TRUE,TRUE,0
09,19,50,2,day,fall,climb,N,none,overcast,1,1,small,FALSE,FALSE,0
06,23,10,2,day,summer,climb,N,none,somecloud,1,1,medium,FALSE,FALSE,0
08,14,0,2,day,summer,takeoffrun,N,none,nocloud,1,1,small,FALSE,FALSE,0
08,03,0,2,day,summer,takeoffrun,N,none,unknown,1,1,small,FALSE,FALSE,0
04,28,0,2,night,spring,takeoffrun,U,precautionarylanding,unknown,1,1,medium,FALSE,FALSE,0
07,21,0,3,night,summer,takeoffrun,N,none,unknown,2,10,medium,FALSE,FALSE,0
08,29,0,2,day,summer,landingroll,U,none,overcast,1,1,small,TRUE,FALSE,0
08,26,10,2,day,summer,climb,S,precautionarylanding,somecloud,1,1,medium,TRUE,TRUE,0
01,06,0,2,dusk,winter,landingroll,N,none,overcast,1,1,medium,TRUE,FALSE,0
08,02,20,1,day,summer,climb,N,other,nocloud,1,1,medium,TRUE,FALSE,0
01,15,25,2,day,winter,climb,S,precautionarylanding,overcast,2,10,medium,TRUE,TRUE,0
07,23,13,2,day,summer,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,22,0,2,dusk,summer,landingroll,N,none,somecloud,1,1,small,TRUE,FALSE,0
09,09,6500,2,unknown,fall,descent,M?,none,nocloud,1,1,medium,TRUE,TRUE,0
02,03,0,3,day,winter,takeoffrun,N,none,nocloud,1,1,small,FALSE,FALSE,0
10,12,500,2,day,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
07,15,2750,2,night,summer,descent,N,none,nocloud,1,1,medium,TRUE,FALSE,0
06,30,0,2,unknown,summer,takeoffrun,U,none,nocloud,2,10,small,FALSE,FALSE,0
08,05,0,3,night,summer,takeoffrun,N,none,overcast,2,10,small,FALSE,FALSE,0
08,13,0,2,day,summer,takeoffrun,N,none,nocloud,2,10,small,FALSE,FALSE,0
07,17,0,2,day,summer,takeoffrun,N,none,overcast,1,1,small,FALSE,FALSE,0
10,17,0,2,day,fall,landingroll,N,none,somecloud,1,1,small,TRUE,FALSE,0
11,04,0,2,day,fall,landingroll,N,none,nocloud,2,10,small,TRUE,FALSE,0
07,16,0,2,unknown,summer,takeoffrun,N,none,nocloud,1,1,medium,FALSE,FALSE,0
08,01,50,1,day,summer,descent,N,none,overcast,11,100,small,TRUE,FALSE,0
08,17,10,2,day,summer,approach,N,none,somecloud,1,1,medium,TRUE,FALSE,0
10,09,10,2,night,fall,approach,N,none,nocloud,1,1,medium,FALSE,FALSE,0
07,11,0,3,day,summer,landingroll,N,none,overcast,1,1,small,TRUE,FALSE,0
06,02,900,2,day,summer,climb,S,precautionarylanding,somecloud,1,1,large,TRUE,TRUE,0
09,17,16000,3,day,fall,climb,M,none,nocloud,1,1,medium,TRUE,TRUE,0
05,28,0,2,day,spring,landingroll,N,none,nocloud,1,1,small,TRUE,FALSE,0
04,10,0,3,night,spring,takeoffrun,N,none,nocloud,2,10,small,FALSE,FALSE,0
11,02,1500,2,night,fall,approach,N,none,somecloud,1,1,large,TRUE,FALSE,0
07,02,0,2,unknown,summer,landingroll,N,none,nocloud,1,1,medium,FALSE,FALSE,0
11,13,0,2,day,fall,landingroll,N,none,nocloud,1,1,medium,TRUE,FALSE,0
10,10,30,2,day,fall,unknown,N,none,overcast,1,1,small,TRUE,FALSE,0
11,11,0,2,day,fall,landingroll,M,none,overcast,11,100,medium,TRUE,TRUE,0
09,15,0,1,day,fall,takeoffrun,N,none,somecloud,1,1,medium,TRUE,FALSE,0
10,30,0,2,day,fall,landingroll,N,none,overcast,2,10,medium,FALSE,FALSE,0
05,15,0,2,night,spring,landingroll,N,none,somecloud,1,1,medium,TRUE,FALSE,0
08,02,0,2,day,summer,landingroll,N,none,somecloud,1,1,small,TRUE,FALSE,0
08,12,500,2,day,summer,approach,N,none,somecloud,1,1,medium,TRUE,FALSE,0
11,10,4000,2,night,fall,approach,M,none,nocloud,1,1,large,TRUE,TRUE,0
07,16,100,2,day,summer,approach,N,none,somecloud,1,1,medium,FALSE,FALSE,0
03,01,0,3,unknown,spring,takeoffrun,N,none,unknown,1,1,medium,TRUE,FALSE,0
10,06,1500,2,day,fall,approach,N,none,overcast,1,1,small,TRUE,FALSE,0
07,16,0,3,unknown,summer,takeoffrun,U,none,unknown,1,1,small,TRUE,FALSE,0
10,25,10,2,day,fall,climb,N,precautionarylanding,nocloud,2,10,medium,TRUE,FALSE,0
11,17,0,2,day,fall,landingroll,N,none,nocloud,1,1,medium,FALSE,FALSE,0
05,16,1440,2,night,spring,approach,N,none,overcast,1,1,medium,FALSE,FALSE,0
07,17,50,2,day,summer,approach,N,none,nocloud,2,10,small,FALSE,FALSE,0
11,04,20,3,day,fall,approach,N,none,somecloud,2,10,small,FALSE,FALSE,0
09,04,4000,2,day,fall,approach,N,none,overcast,1,1,small,FALSE,FALSE,0
09,15,6000,2,day,fall,descent,N,none,nocloud,1,1,medium,TRUE,FALSE,0
06,25,45,1,day,summer,approach,M,none,somecloud,1,1,large,TRUE,TRUE,0
11,19,300,2,night,fall,approach,N,none,nocloud,1,1,medium,TRUE,FALSE,0
01,18,0,3,day,winter,takeoffrun,N,none,somecloud,1,1,medium,TRUE,FALSE,0
01,14,50,2,day,winter,approach,N,none,somecloud,1,1,medium,FALSE,FALSE,0
08,13,100,2,day,summer,approach,N,none,somecloud,1,1,small,TRUE,FALSE,0
08,28,0,2,day,summer,landingroll,N,none,nocloud,2,10,small,TRUE,FALSE,0
10,14,200,2,day,fall,approach,N,none,somecloud,1,1,small,TRUE,FALSE,0
06,20,0,4,day,summer,takeoffrun,N,none,nocloud,2,10,medium,FALSE,FALSE,0
10,22,20,1,day,fall,approach,N,none,nocloud,1,1,small,FALSE,FALSE,0
05,06,10000,2,night,spring,descent,N,none,somecloud,1,1,small,FALSE,FALSE,0
08,13,0,3,day,summer,takeoffrun,N,none,unknown,1,1,medium,TRUE,FALSE,0
08,20,0,2,day,summer,takeoffrun,N,none,nocloud,1,1,small,FALSE,FALSE,0
08,29,3,3,dusk,summer,approach,N,none,somecloud,1,1,small,TRUE,FALSE,0
10,25,1000,2,dawn,fall,approach,U,none,unknown,1,1,small,FALSE,FALSE,0
10,17,2000,2,night,fall,descent,M,none,somecloud,2,10,medium,TRUE,TRUE,0
10,04,1200,1,night,fall,approach,M,none,nocloud,1,1,large,TRUE,TRUE,0
07,06,0,2,day,summer,takeoffrun,M,none,somecloud,1,1,medium,TRUE,TRUE,0
10,13,0,3,day,fall,landingroll,N,none,unknown,1,1,medium,FALSE,FALSE,0
01,08,400,3,night,winter,approach,N,none,nocloud,1,1,medium,TRUE,FALSE,0
10,20,3800,2,dusk,fall,climb,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,29,50,2,unknown,summer,climb,N,none,nocloud,1,1,small,FALSE,FALSE,0
07,07,0,2,unknown,summer,landingroll,N,none,overcast,2,10,medium,FALSE,FALSE,0
05,22,800,2,day,spring,climb,N,none,nocloud,2,10,large,TRUE,FALSE,0
08,13,200,2,day,summer,approach,N,none,somecloud,1,1,small,FALSE,FALSE,0
09,05,500,2,night,fall,climb,N,none,somecloud,1,1,small,TRUE,FALSE,0
10,13,800,3,day,fall,approach,N,none,somecloud,1,1,medium,TRUE,FALSE,0
05,04,0,2,day,spring,takeoffrun,U,none,overcast,1,1,medium,FALSE,FALSE,0
04,19,3000,3,day,spring,approach,N,none,somecloud,1,1,small,FALSE,FALSE,0
11,30,0,2,day,fall,landingroll,N,none,unknown,1,1,medium,FALSE,FALSE,0
08,30,400,2,day,summer,approach,N,none,somecloud,1,1,small,TRUE,FALSE,0
11,30,2500,3,day,fall,climb,N,none,nocloud,1,1,medium,FALSE,FALSE,0
09,15,1400,2,night,fall,approach,N,none,nocloud,1,1,medium,FALSE,FALSE,0
11,16,9000,2,night,fall,climb,M?,precautionarylanding,nocloud,1,1,large,TRUE,TRUE,0
04,27,3000,2,day,spring,climb,N,none,nocloud,1,1,medium,TRUE,FALSE,0
02,01,0,2,night,winter,takeoffrun,N,none,nocloud,2,10,medium,FALSE,FALSE,0
02,01,50,2,unknown,winter,climb,U,none,somecloud,2,10,small,TRUE,FALSE,0
10,18,8300,2,night,fall,climb,N,precautionarylanding,nocloud,1,1,medium,TRUE,FALSE,0
07,22,1000,2,day,summer,approach,N,none,nocloud,1,1,small,FALSE,FALSE,0
03,20,1000,2,night,spring,approach,N,none,nocloud,1,1,medium,FALSE,FALSE,0
09,23,0,3,day,fall,landingroll,N,none,overcast,1,1,medium,TRUE,FALSE,0
05,07,1500,2,day,spring,approach,N,none,somecloud,2,10,medium,FALSE,FALSE,0
07,08,800,3,day,summer,climb,N,none,nocloud,1,1,small,FALSE,FALSE,0
10,07,0,3,day,fall,takeoffrun,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,20,7600,2,unknown,summer,approach,M,none,unknown,1,1,medium,TRUE,TRUE,0
05,24,0,1,day,spring,landingroll,N,none,nocloud,1,1,medium,FALSE,FALSE,0
10,14,0,4,night,fall,landingroll,N,none,somecloud,1,1,medium,TRUE,FALSE,0
05,22,50,2,day,spring,approach,N,none,somecloud,1,1,medium,FALSE,FALSE,0
07,17,0,2,day,summer,takeoffrun,N,none,somecloud,1,1,small,FALSE,FALSE,0
07,13,0,2,day,summer,landingroll,N,none,somecloud,1,1,small,TRUE,FALSE,0
08,22,0,3,unknown,summer,landingroll,N,none,somecloud,2,10,small,TRUE,FALSE,0
10,20,3000,3,night,fall,approach,N,none,nocloud,2,10,small,TRUE,FALSE,0
03,13,50,2,night,spring,approach,N,none,somecloud,1,1,medium,FALSE,FALSE,0
05,05,0,2,day,spring,takeoffrun,N,none,somecloud,1,1,small,FALSE,FALSE,0
09,17,100,2,day,fall,approach,N,none,unknown,2,10,small,FALSE,FALSE,0
05,29,20,3,day,spring,climb,N,none,nocloud,1,1,small,TRUE,FALSE,0
10,02,2500,2,night,fall,climb,N,none,nocloud,1,1,medium,FALSE,FALSE,0
04,17,600,3,night,spring,approach,N,none,nocloud,11,100,large,TRUE,FALSE,0
05,12,1300,2,night,spring,approach,N,none,overcast,1,1,small,TRUE,FALSE,0
08,30,100,4,unknown,summer,climb,N,none,somecloud,2,10,small,FALSE,FALSE,0
08,25,100,2,night,summer,approach,N,none,somecloud,1,1,small,FALSE,FALSE,0
10,06,2000,2,day,fall,approach,N,none,overcast,1,1,small,TRUE,FALSE,0
07,12,0,2,day,summer,takeoffrun,N,none,overcast,2,10,small,FALSE,FALSE,0
03,28,2140,2,night,spring,approach,N,none,nocloud,1,1,small,FALSE,FALSE,0
09,24,1000,3,day,fall,approach,M,none,overcast,1,1,medium,TRUE,TRUE,0
11,01,18,2,dawn,fall,approach,M?,none,overcast,2,10,medium,TRUE,TRUE,0
11,01,0,2,day,fall,takeoffrun,N,none,overcast,2,10,medium,FALSE,FALSE,0
07,10,0,2,dusk,summer,landingroll,N,none,nocloud,2,10,medium,TRUE,FALSE,0
07,05,380,2,day,summer,approach,N,none,nocloud,1,1,small,FALSE,FALSE,0
05,25,10,2,dusk,spring,approach,N,none,somecloud,1,1,medium,TRUE,FALSE,0
03,21,500,2,night,spring,approach,N,none,nocloud,2,10,medium,FALSE,FALSE,0
11,25,1300,3,day,fall,climb,M,precautionarylanding,somecloud,1,1,medium,TRUE,TRUE,0
09,23,1000,2,night,fall,approach,N,none,nocloud,1,1,small,FALSE,FALSE,0
12,22,0,2,day,winter,landingroll,N,none,overcast,1,1,small,TRUE,FALSE,0
11,19,20,2,day,fall,approach,N,none,overcast,1,1,small,TRUE,FALSE,0
11,09,100,2,day,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,15,150,3,dawn,fall,approach,N,none,nocloud,2,10,small,TRUE,FALSE,0
04,25,0,2,day,spring,landingroll,N,none,overcast,1,1,small,FALSE,FALSE,0
05,11,800,2,night,spring,climb,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,18,10,1,day,summer,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
11,07,1500,2,day,fall,approach,N,none,somecloud,2,10,small,TRUE,FALSE,0
12,04,3000,2,day,winter,climb,N,precautionarylanding,overcast,1,1,large,TRUE,FALSE,0
09,19,300,2,night,fall,approach,U,none,somecloud,1,1,medium,FALSE,FALSE,0
08,07,0,2,day,summer,landingroll,N,none,somecloud,1,1,medium,TRUE,FALSE,0
09,25,50,2,day,fall,climb,N,none,somecloud,1,1,small,TRUE,FALSE,0
07,18,0,2,day,summer,landingroll,M?,none,nocloud,1,1,small,TRUE,TRUE,0
01,31,100,2,dusk,winter,approach,N,none,overcast,1,1,large,TRUE,FALSE,0
08,12,0,2,day,summer,takeoffrun,N,none,overcast,1,1,small,TRUE,FALSE,0
07,31,50,2,day,summer,approach,N,none,somecloud,1,1,small,TRUE,FALSE,0
11,09,3000,2,day,fall,climb,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,18,640,2,night,summer,climb,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,29,2200,1,day,fall,descent,M,none,somecloud,1,1,large,TRUE,TRUE,0
09,18,10,2,day,fall,approach,N,none,nocloud,1,1,small,FALSE,FALSE,0
11,15,0,2,night,fall,landingroll,N,none,unknown,1,1,large,FALSE,FALSE,0
09,17,300,2,dawn,fall,climb,N,none,nocloud,2,10,small,TRUE,FALSE,0
03,19,300,2,day,spring,approach,N,none,somecloud,1,1,small,TRUE,FALSE,0
09,21,50,2,day,fall,climb,N,precautionarylanding,somecloud,1,1,small,TRUE,FALSE,0
01,16,500,2,dusk,winter,approach,N,none,somecloud,1,1,medium,TRUE,FALSE,0
12,03,700,2,unknown,winter,approach,N,none,somecloud,1,1,small,TRUE,FALSE,0
09,02,0,2,day,fall,takeoffrun,U,abortedtakeoff,overcast,2,10,medium,FALSE,FALSE,0
10,09,0,2,day,fall,landingroll,N,none,overcast,2,10,small,FALSE,FALSE,0
10,15,500,2,unknown,fall,approach,N,none,nocloud,1,1,medium,FALSE,FALSE,0
10,18,100,2,day,fall,climb,N,none,nocloud,1,1,small,TRUE,FALSE,0
11,04,30,1,day,fall,approach,N,none,overcast,2,10,medium,TRUE,FALSE,0
03,05,0,3,night,spring,landingroll,N,none,unknown,1,1,medium,TRUE,FALSE,0
08,03,150,2,night,summer,climb,N,none,nocloud,1,1,small,TRUE,FALSE,0
01,21,0,2,day,winter,takeoffrun,M,none,somecloud,2,10,medium,TRUE,TRUE,0
01,21,50,2,night,winter,climb,N,none,nocloud,1,1,medium,FALSE,FALSE,0
11,25,500,1,day,fall,climb,S,other,somecloud,2,10,medium,TRUE,TRUE,0
11,17,1000,2,night,fall,approach,N,none,nocloud,1,1,medium,TRUE,FALSE,0
05,01,200,4,day,spring,approach,M,none,overcast,2,10,medium,TRUE,TRUE,0
11,04,0,3,day,fall,takeoffrun,N,none,nocloud,1,1,medium,FALSE,FALSE,0
12,04,0,2,day,winter,takeoffrun,N,abortedtakeoff,overcast,2,10,medium,TRUE,FALSE,0
09,13,0,2,night,fall,landingroll,N,none,nocloud,1,1,small,TRUE,FALSE,0
04,30,5500,2,night,spring,descent,N,none,somecloud,1,1,medium,FALSE,FALSE,0
11,15,0,3,night,fall,landingroll,N,none,nocloud,1,1,medium,TRUE,FALSE,0
08,05,0,2,day,summer,landingroll,M,none,somecloud,1,1,small,TRUE,TRUE,0
08,11,0,2,unknown,summer,takeoffrun,N,none,unknown,1,1,medium,TRUE,FALSE,0
07,03,15,2,day,summer,approach,N,none,overcast,1,1,small,TRUE,FALSE,0
08,07,0,2,day,summer,landingroll,N,none,somecloud,1,1,small,TRUE,FALSE,0
07,27,0,2,day,summer,landingroll,N,none,overcast,2,10,small,TRUE,FALSE,0
08,27,21,2,day,summer,approach,N,none,somecloud,1,1,medium,TRUE,FALSE,0
04,21,0,3,day,spring,landingroll,N,none,overcast,11,100,medium,TRUE,FALSE,0
11,18,200,2,day,fall,approach,N,none,nocloud,2,10,small,TRUE,FALSE,0
09,28,500,2,night,fall,approach,N,none,nocloud,1,1,medium,TRUE,FALSE,0
11,17,0,2,day,fall,taxi,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,28,200,2,day,summer,approach,N,none,somecloud,1,1,small,TRUE,FALSE,0
09,17,5000,2,night,fall,climb,N,none,nocloud,1,1,medium,FALSE,FALSE,0
08,22,0,2,day,summer,takeoffrun,N,abortedtakeoff,somecloud,1,1,small,TRUE,FALSE,0
06,07,10,2,day,summer,approach,M?,other,nocloud,1,1,small,TRUE,TRUE,0
12,03,50,1,day,winter,approach,N,none,somecloud,1,1,medium,FALSE,FALSE,0
08,21,0,2,day,summer,takeoffrun,U,none,overcast,1,1,small,FALSE,FALSE,0
10,24,0,2,day,fall,landingroll,N,none,nocloud,1,1,medium,FALSE,FALSE,0
12,03,100,2,day,winter,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,25,500,2,day,fall,approach,N,none,nocloud,1,1,small,FALSE,FALSE,0
03,29,0,2,day,spring,takeoffrun,N,abortedtakeoff,overcast,1,1,medium,FALSE,FALSE,0
01,03,6000,3,unknown,winter,descent,N,none,unknown,1,1,medium,TRUE,FALSE,0
07,19,0,3,day,summer,landingroll,N,none,somecloud,1,1,medium,TRUE,FALSE,0
08,04,10,1,night,summer,approach,S,none,somecloud,1,1,large,TRUE,TRUE,0
04,28,20,3,day,spring,approach,N,none,somecloud,1,1,medium,FALSE,FALSE,0
05,05,0,1,day,spring,takeoffrun,N,none,overcast,2,10,small,TRUE,FALSE,0
07,22,0,2,day,summer,landingroll,N,none,somecloud,2,10,small,FALSE,FALSE,0
01,30,800,2,unknown,winter,approach,N,none,unknown,1,1,medium,TRUE,FALSE,0
11,26,200,2,dawn,fall,climb,N,precautionarylanding,nocloud,1,1,medium,TRUE,FALSE,0
11,14,0,2,day,fall,landingroll,N,none,nocloud,1,1,small,FALSE,FALSE,0
07,12,400,2,day,summer,approach,N,none,somecloud,1,1,medium,TRUE,FALSE,0
04,22,600,2,night,spring,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,25,0,3,day,summer,takeoffrun,N,none,nocloud,1,1,medium,TRUE,FALSE,0
08,30,1300,2,day,summer,climb,N,none,somecloud,1,1,small,TRUE,FALSE,0
04,30,1400,2,day,spring,climb,S,engineshutdown,somecloud,1,1,medium,TRUE,TRUE,1
12,13,1400,1,night,winter,approach,M,none,somecloud,1,1,large,TRUE,TRUE,0
07,09,3,1,day,summer,approach,N,none,somecloud,1,1,small,TRUE,FALSE,0
01,01,100,2,day,winter,approach,N,none,overcast,1,1,small,FALSE,FALSE,0
11,01,0,2,dawn,fall,landingroll,N,none,nocloud,2,10,medium,FALSE,FALSE,0
09,25,200,3,dusk,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
06,30,100,2,day,summer,climb,N,precautionarylanding,nocloud,1,1,medium,TRUE,FALSE,0
10,15,4700,1,night,fall,descent,N,none,nocloud,1,1,large,TRUE,FALSE,0
06,23,5,2,day,summer,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,03,200,2,day,fall,approach,N,none,nocloud,1,1,small,FALSE,FALSE,0
08,16,0,2,day,summer,landingroll,N,none,overcast,2,10,medium,FALSE,FALSE,0
05,07,3200,2,day,spring,approach,S,other,somecloud,1,1,medium,TRUE,TRUE,0
05,09,600,2,night,spring,approach,N,none,nocloud,1,1,large,TRUE,FALSE,0
05,31,0,2,night,spring,takeoffrun,U,none,nocloud,1,1,medium,FALSE,FALSE,0
09,12,1000,2,night,fall,approach,N,none,somecloud,1,1,small,FALSE,FALSE,0
07,18,0,2,day,summer,takeoffrun,N,none,nocloud,1,1,medium,FALSE,FALSE,0
07,14,300,2,day,summer,approach,N,none,nocloud,2,10,small,TRUE,FALSE,0
01,12,75,1,dusk,winter,climb,N,none,overcast,1,1,medium,FALSE,FALSE,0
09,05,200,2,dusk,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
10,16,0,2,day,fall,landingroll,N,none,nocloud,1,1,medium,FALSE,FALSE,0
05,05,3,1,night,spring,approach,M?,none,somecloud,2,10,medium,TRUE,TRUE,0
01,17,0,2,day,winter,landingroll,N,none,unknown,1,1,medium,FALSE,FALSE,0
08,27,200,2,dusk,summer,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
05,02,0,2,day,spring,takeoffrun,N,abortedtakeoff,nocloud,1,1,small,TRUE,FALSE,0
08,25,0,2,day,summer,takeoffrun,N,none,somecloud,1,1,medium,FALSE,FALSE,0
09,02,300,2,day,fall,climb,N,none,somecloud,1,1,small,TRUE,FALSE,0
06,14,50,1,day,summer,climb,M,none,somecloud,1,1,small,TRUE,TRUE,0
10,06,5,2,night,fall,approach,M,none,nocloud,1,1,large,TRUE,TRUE,0
03,01,15,2,day,spring,approach,N,none,overcast,2,10,small,TRUE,FALSE,0
08,22,0,2,day,summer,takeoffrun,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,07,0,1,day,summer,landingroll,U,none,overcast,1,1,small,FALSE,FALSE,0
06,16,110,3,day,summer,approach,U,none,somecloud,1,1,medium,FALSE,FALSE,0
02,01,50,3,night,winter,approach,N,none,nocloud,2,10,small,FALSE,FALSE,0
12,03,300,2,dusk,winter,approach,N,none,somecloud,2,10,small,TRUE,FALSE,0
06,04,0,2,day,summer,takeoffrun,M?,none,nocloud,2,10,medium,TRUE,TRUE,0
05,15,800,2,unknown,spring,climb,N,none,nocloud,1,1,small,FALSE,FALSE,0
01,03,500,3,day,winter,climb,N,none,somecloud,1,1,medium,TRUE,FALSE,0
10,24,3000,2,night,fall,approach,N,none,unknown,1,1,medium,FALSE,FALSE,0
07,25,10,2,day,summer,approach,N,none,somecloud,2,10,medium,FALSE,FALSE,0
09,15,50,2,day,fall,climb,N,none,somecloud,1,1,small,TRUE,FALSE,0
07,26,0,2,day,summer,landingroll,N,none,nocloud,1,1,small,FALSE,FALSE,0
05,12,490,2,day,spring,climb,N,none,nocloud,2,10,medium,FALSE,FALSE,0
07,12,200,2,day,summer,approach,N,none,overcast,1,1,small,FALSE,FALSE,0
10,06,1000,4,dawn,fall,approach,N,none,somecloud,1,1,medium,TRUE,FALSE,0
05,11,1000,2,day,spring,approach,N,none,somecloud,1,1,medium,TRUE,FALSE,0
05,05,4000,3,day,spring,climb,N,none,nocloud,1,1,medium,TRUE,FALSE,0
07,19,0,2,day,summer,takeoffrun,S,precautionarylanding,unknown,1,1,large,TRUE,TRUE,0
08,24,0,2,day,summer,landingroll,N,none,overcast,1,1,medium,TRUE,FALSE,0
12,05,0,2,day,winter,landingroll,N,none,nocloud,1,1,small,TRUE,FALSE,0
07,25,0,2,day,summer,takeoffrun,N,none,somecloud,1,1,medium,FALSE,FALSE,0
07,16,5,2,day,summer,climb,N,none,nocloud,1,1,medium,TRUE,FALSE,0
10,05,5000,3,night,fall,descent,N,none,nocloud,1,1,medium,TRUE,FALSE,0
11,04,100,3,night,fall,climb,N,none,overcast,1,1,medium,TRUE,FALSE,0
09,07,0,3,day,fall,takeoffrun,N,none,nocloud,1,1,medium,FALSE,FALSE,0
05,17,10,2,day,spring,approach,N,none,somecloud,1,1,medium,FALSE,FALSE,0
03,22,200,2,day,spring,climb,M,precautionarylanding,nocloud,2,10,small,TRUE,TRUE,0
09,15,500,2,night,fall,approach,N,none,nocloud,1,1,medium,FALSE,FALSE,0
08,03,5000,2,day,summer,approach,N,none,somecloud,1,1,medium,FALSE,FALSE,0
08,21,1,3,day,summer,approach,N,none,overcast,1,1,small,FALSE,FALSE,0
11,26,975,2,day,fall,approach,N,none,nocloud,1,1,small,FALSE,FALSE,0
05,15,20,2,day,spring,climb,S,precautionarylanding,somecloud,1,1,medium,TRUE,TRUE,0
08,09,0,2,day,summer,landingroll,N,none,nocloud,2,10,medium,FALSE,FALSE,0
04,21,0,2,night,spring,landingroll,N,none,overcast,1,1,medium,TRUE,FALSE,0
02,26,10000,2,night,winter,descent,M,none,nocloud,1,1,medium,TRUE,TRUE,0
08,13,0,3,day,summer,takeoffrun,N,abortedtakeoff,somecloud,1,1,medium,TRUE,FALSE,0
08,25,0,2,day,summer,landingroll,N,none,nocloud,2,10,medium,FALSE,FALSE,0
10,22,3500,2,night,fall,approach,N,none,somecloud,1,1,small,FALSE,FALSE,0
10,23,0,2,night,fall,landingroll,N,none,overcast,1,1,medium,TRUE,FALSE,0
09,07,5000,2,night,fall,approach,N,none,nocloud,1,1,medium,FALSE,FALSE,0
08,16,50,3,day,summer,climb,N,none,nocloud,1,1,medium,TRUE,FALSE,0
10,26,4000,3,night,fall,approach,N,none,nocloud,1,1,medium,TRUE,FALSE,0
03,10,50,2,day,spring,climb,N,none,nocloud,1,1,medium,FALSE,FALSE,0
06,03,0,2,day,summer,takeoffrun,N,none,nocloud,1,1,medium,FALSE,FALSE,0
